Date,SP500,Dividend,CPI,LTIR,Consumption
2013-08-01,1670.09,34.02,233.88,2.74,11376.9
2013-09-01,1687.17,34.4,234.15,2.81,11413.9
2013-10-01,1720.03,34.6,233.55,2.62,11465.2
2013-11-01,1783.54,34.79,233.07,2.72,11531.3
2013-12-01,1807.78,34.99,233.05,2.9,11558.6
2014-01-01,1822.36,35.4,233.92,2.86,11543.7
2014-02-01,1817.04,35.82,234.78,2.71,11615.4
2014-03-01,1863.52,36.23,236.29,2.72,11695.2
2014-04-01,1864.26,36.61,237.07,2.71,11737.4
2014-05-01,1889.77,37,237.9,2.56,11778.6
2014-06-01,1947.09,37.38,238.34,2.6,11838.0
2014-07-01,1973.1,37.75,238.25,2.54,11879.2
2014-08-01,1961.53,38.12,237.85,2.42,11958.8
2014-09-01,1993.23,38.49,238.03,2.53,11964.9
2014-10-01,1937.27,38.81,237.43,2.3,12035.5
2014-11-01,2044.57,39.12,236.15,2.33,12058.4
2014-12-01,2054.27,39.44,234.81,2.21,12067.6
2015-01-01,2028.18,39.9,233.71,1.88,12036.5
2015-02-01,2082.2,40.35,234.72,1.98,12083.1
2015-03-01,2079.99,40.81,236.12,2.04,12132.2
2015-04-01,2094.86,41.12,236.6,1.94,12170.3
2015-05-01,2111.94,41.43,237.81,2.2,12233.6
2015-06-01,2099.29,41.74,238.64,2.36,12270.3
2015-07-01,2094.14,42,238.65,2.32,12327.5
2015-08-01,2039.87,42.25,238.32,2.17,12359.3
2015-09-01,1944.41,42.51,237.94,2.17,12356.4
2015-10-01,2024.81,42.8,237.84,2.07,12362.3
2015-11-01,2080.62,43.1,237.34,2.26,12397.5
2015-12-01,2054.08,43.39,236.53,2.24,12432.8
2016-01-01,1918.6,43.55,236.92,2.09,12452.1
2016-02-01,1904.42,43.72,237.11,1.78,12526.3
2016-03-01,2021.95,43.88,238.13,1.89,12506.8
2016-04-01,2075.54,44.07,239.26,1.81,12586.0
2016-05-01,2065.55,44.27,240.23,1.81,12624.4
2016-06-01,2083.89,44.46,241.02,1.64,12701.7
2016-07-01,2148.9,44.65,240.63,1.5,12720.6
2016-08-01,2170.95,44.84,240.85,1.56,12749.8
2016-09-01,2157.69,45.03,241.43,1.63,12806.8
2016-10-01,2143.02,45.25,241.73,1.76,12828.1
2016-11-01,2164.99,45.48,241.35,2.14,12853.6
2016-12-01,2246.63,45.7,241.43,2.49,12962.9
2017-01-01,2275.12,45.93,242.84,2.43,13020.4
2017-02-01,2329.91,46.15,243.6,2.42,13038.6
2017-03-01,2366.82,46.38,243.8,2.48,13089.3
2017-04-01,2359.31,46.66,244.52,2.3,13114.1
2017-05-01,2395.35,46.94,244.73,2.3,13117.6
2017-06-01,2433.99,47.22,244.96,2.19,13170.3
2017-07-01,2454.1,47.54,244.79,2.32,13193.5
2017-08-01,2456.22,47.85,245.52,2.21,13234.1
2017-09-01,2492.84,48.17,246.82,2.2,13353.4
2017-10-01,2557,48.42,246.66,2.36,13383.4
2017-11-01,2593.61,48.68,246.67,2.35,13479.8
2017-12-01,2664.34,49.023856,246.52,2.4,13609.0
2018-01-01,2679.25,47.422725,247.87,2.58,13628.4
2018-02-01,2695.81,49.602904,248.99,2.86,13668.3
2018-03-01,2821.98,52.20663,249.55,2.84,13735.4
2018-04-01,2677.67,50.87573,249.84,2.87,13792.1
2018-05-01,2581.88,48.539344,250.779,2.98,13860.2
2018-06-01,2654.8,49.1138,251.118,2.91,13900.2
2018-07-01,2734.62,50.317008,251.323,2.89,13952.3
2018-08-01,2726.71,49.626122,251.749,2.89,14001.1
2018-09-01,2813.36,50.64048,252.239,3.00,14013.0
2018-10-01,2896.72,55.03768,252.862,3.15,14096.5
2018-11-01,2924.59,57.321964,252.657,3.12,14160.6
2018-12-01,2740.37,57.273733,252.551,2.83,14051.7
2019-01-01,2790.37,58.039696,252.47,2.71,14090.0
2019-02-01,2510.03,49.698594,253.135,2.68,14113.9
2019-03-01,2706.53,53.047988,254.273,2.57,14233.8
2019-04-01,2803.69,53.27011,255.163,2.53,14272.6
2019-05-01,2867.19,55.910205,255.325,2.40,14322.1
2019-06-01,2923.73,56.720362,255.361,2.07,14376.6
2019-07-01,2744.45,51.59566,255.9,2.06,14448.3
2019-08-01,2964.33,58.100868,256.179,1.63,14487.0
2019-09-01,2953.56,56.708352,256.596,1.70,14511.2
2019-10-01,2906.27,56.091011,257.305,1.71,14554.2
2019-11-01,2940.25,54.68865,257.788,1.81,14613.8
2019-12-01,3066.91,56.124453,258.263,1.86,14689.2
2020-01-01,3113.87,55.738273,258.682,1.76,14728.8
2020-02-01,3257.85,58.6413,259.007,1.50,14785.7
2020-03-01,3248.92,73.1007,258.165,0.87,13806.0
2020-04-01,3090.23,66.748968,256.094,0.66,12082.4
2020-05-01,2470.5,50.3982,255.944,0.67,13129.4
2020-06-01,2830.71,54.349632,257.217,0.73,13937.5
2020-07-01,3055.73,56.531005,258.543,0.62,14230.1
2020-08-01,3115.86,54.215964,259.58,0.65,14352.8
2020-09-01,3294.61,57.655675,260.19,0.68,14583.3
2020-10-01,3526.65,60.65838,260.352,0.79,14626.1
2020-11-01,3380.8,55.7832,260.721,0.87,14561.0
2020-12-01,3310.24,52.301792,261.564,0.93,14571.1
2021-01-01,3662.45,56.035485,262.2,1.08,14932.2
2021-02-01,3700.65,55.139685,263.346,1.26,14843.2
2021-03-01,3773.86,55.475742,265.028,1.61,15619.1
2021-04-01,3901.82,54.235298,266.727,1.64,15712.6
2021-05-01,4019.87,55.876193,268.599,1.62,15767.9
2021-06-01,4192.66,57.439442,270.955,1.52,15960.1
2021-07-01,4202.04,56.307336,272.184,1.32,16027.9
2021-08-01,4319.94,57.023208,273.092,1.28,16146.0
2021-09-01,4387.16,58.349228,274.214,1.37,16268.0
2021-10-01,4524.09,60.622806,276.59,1.58,16473.7
2021-11-01,4357.04,56.205816,278.524,1.56,16557.9
2021-12-01,4613.67,59.516343,280.126,1.47,16522.4
2022-01-01,4513.04,60.023432,281.933,1.76,16725.6
2022-02-01,4796.56,66.672184,284.182,1.93,16844.5
2022-03-01,4546.54,64.106214,287.708,2.13,17054.2
2022-04-01,4306.26,61.579518,288.663,2.75,17115.6
2022-05-01,4545.86,71.370002,291.474,2.90,17231.1
2022-06-01,4155.38,68.148232,295.328,3.14,17437.4
2022-07-01,4101.23,67.670295,295.271,2.90,17405.0
2022-08-01,3825.33,59.675148,295.62,2.90,17518.2
2022-09-01,4118.63,70.01671,296.761,3.52,17628.2
